id,out_of_scope,abstract
2578,,"Advances in information and communication technologies and, more specifically, in artificial intelligence resulted in more intelligent systems, which, in the business world, particularly in collaborative business ecosystems, can lead to a more streamlined, effective, and sustainable processes. Following the design science research method, this article presents a simulation model, which includes a performance assessment and influence mechanism to evaluate and influence the collaboration of the organisations in a business ecosystem. The establishment of adequate performance indicators to assess the organisations can act as an influencing factor of their behaviour, contributing to enhancing their performance and improving the ecosystem collaboration sustainability. As such, several scenarios are presented shaping the simulation model with actual data gathered from three IT industry organisations running in the same business ecosystem, assessed by a set of proposed performance indicators. The resulting outcomes show that the collaboration can be measured, and the organisations’ behaviour can be influenced by varying the weights of the performance indicators adopted by the CBE manager. "
4020,,"This paper proposes to model market mechanisms as a collective learning process for firms in a complex adaptive system, namely Jamel, an agent-based, stock-flow consistent macroeconomic model. Inspired by Alchian’s (J Polit Econ: 5(3):211–221, 1950) “blanketing shotgun process” idea, our learning model is an ever-adapting process that puts a significant weight on exploration vis-à-vis exploitation. We show that decentralized market selection allows firms collectively to adapt their overall debt strategies to the changes in the macroeconomic environment so that the system sustains itself, but at the cost of recurrent deep downturns. We conclude that, in complex evolving economies, market processes do not lead to the selection of optimal behaviors, as the characterization of successful behaviors itself constantly evolves as a result of the market conditions that these behaviors contribute to shaping. Heterogeneity in behavior remains essential to adaptation. We come to an evolutionary characterization of a crisis, as the point where the evolution of the macroeconomic system becomes faster than the adaptation capabilities of the agents that populate it. "
5966,,"Since the 1950s (Schmölders, 1959) it is well known that behavioral aspects have an influence on tax evasion or tax compliance. In particular, interactions among the various entities involved in the taxation process (e.g. taxpayers, law makers, tax practitioners, tax authorities, etc.), and the dynamics that these interactions may generate, seem to play an important role for the actual level of tax compliance. However, the mainstream neoclassical approach to tax evasion (Allingham & Sandmo, 1972) cannot account for such interactions and dynamics. Therefore, during the last two decades new approaches (e.g. lab experiments, agent-based modeling, etc.) have been developed with a view to model how behavioral dynamics may foster or prevent tax evasion. In addition, empirical evidence has been generated that supports a role for such interaction dynamics. In this contribution we survey the main developments in this research area and provide some suggestions for further research. "
7762,,"Wholesale power markets operating over transmission grids subject to congestion have distinctive features that complicate the detection of market power and operational inefficiency. This study uses a wholesale power market test bed with strategically learning traders to experimentally test the extent to which market performance measures commonly used for other industries are informative for the dynamic operation of restructured wholesale power markets. Examined measures include the Herfindahl-Hirschman Index (HHI), the Lerner Index (LI), the Residual Supply Index (RSI), the Relative Market Advantage Index (RMAI), and the Operational Efficiency Index (OEI). "
4062,,"The Hashemite Kingdom of Jordan is confronted with a severe freshwater crisis shaped by excess water demand and intermittent public supply. In Jordan's capital and most populous city, Amman, the pervasive water shortage gave rise to private tanker water operations, which transport groundwater from wells in the vicinity of the city and sell it to urban consumers. These tanker water markets have received little attention in the literature up to date, particularly with regard to their relevance for commercial water users. This paper aims to empirically estimate the water demand of commercial establishments in Amman under public supply rationing and to assess to which extent tanker operations contribute to meeting commercial water needs. Building on a prior simulation model of residential water consumption, the results of three extensive surveys concerned with tanker water markets and various geographic data, we develop a spatial agent-based model of the water consumption behavior of commercial establishments in different sizes. According to our estimation, 35-45% of the overall water volume consumed by the commercial sector stems from tanker operations, depending on the season. We find that the local disparities in access to affordable network water, along with the dispersion of groundwater wells around the city, result in considerable spatial differences in tanker water consumption. The outcome of this analysis could be relevant for policy attempting to enhance freshwater sustainability in Jordan. "
298,,"With the advent of Autonomous Vehicles (AV) technology, extensive research around the design of on-demand mobility systems powered by such vehicles is performed. An important part of these studies consists in the evaluation of the economic impact of such systems for involved stakeholders. In this work, a cost–benefit analysis (CBA) is applied to the introduction of AV services in Paris-Saclay, an intercommunity, south of Paris, simulated through MATSim, an agent-based model capable of capturing complex travel behaviors and dynamic traffic interactions. AVs would be implemented as a feeder service, first- and last-mile service to public transit, allowing intermodal trips for travelers. The system is designed to target the challenges of public transport accessibility in periurban areas and high private car use, which the AV feeder service is designed to mitigate. To our knowledge, this study is one of the first CBA analyses of an intermodal AV system relying on an agent-based simulation. The introduction of AV in a periurban environment would generate more pressure on the road network (0.8% to 1.7% increase in VKT for all modes, and significant congestion around train stations) but would improve traveler utilities. The utility gains from the new AV users benefiting from a more comfortable mode offsets the longer travel times from private car users. A Stop-Based routing service generates less congestion than a Door-to-Door routing service, but the access/egress time counterbalances this gain. Finally, in a periurban environment where on-demand AV feeder service would be added to reduce the access and egress cost of public transit, the social impact would be nuanced for travelers (over 99% of gains captured by the 10% of most benefiting agents), but externality would increase. This would benefit some travelers but would also involve additional congestion. In that case, a Stop-Based routing on a constrained network (e.g., existing bus network) significantly improves economic viability and reduces infrastructure costs and would be less impacting than a Door-to-Door service. "
8655,,"De Vries and Biesmeijer described in 1998 an individual-oriented model that simulates the collective foraging behaviour of a colony of honeybees. Here we report how this model has been expanded and show how, through self-organization, three colony-level phenomena can emerge: symmetry breaking, cross inhibition and the equal harvest-rate distribution. Symmetry breaking is the phenomenon that the numbers of foragers visiting two equally profitable food sources will diverge after some time. Cross inhibition is the phenomenon that, by increasing the profitability of one of two equal food sources, the number of foragers visiting the other source will decrease. In some circumstances, the bees foraging on two sources of different profitabilities will be distributed between these sources such that the two average energy harvest rates are equal. We will refer to this phenomenon as the equal harvest-rate distribution. For each of these three phenomena, we show what the necessary behavioural rules to be followed by the individual forager bees are, and what the necessary circumstances are (that is, what values the model parameters should take) in order for these phenomena to arise. It seems that patch size and forager group size largely determine when each of these phenomena will arise. Experimenting with two types of currency, net gain rate and net gain efficiency, revealed that only gain rate may result in an equal harvest-rate distribution of foragers visiting different food sources."
3507,,"Drawing on recent ideas in the literature to model ‘animal spirits’, the paper considers the investment of heterogeneous firms that probabilistically switch between optimism and pessimism. Combining the herding component in the endogenous transition probabilities with a Harrodian feedback, a one-dimensional macroeconomic adjustment equation is set up. Assuming a ‘neutral’ herding coefficient and considering the local dynamics around the steady state with normal utilization, the equation shows a one-to-one correspondence with the neo-Kaleckian baseline model of Harrodian instability. The paper thus provides a rigorous specification of its sentiment adjustment story. In a second and innovative step, the firms are additionally allowed to be neutral. In this variant, up to three ‘fully-adjusted’ steady states come into being, which, however, cannot be distinguished from a macroeconomic point of view. While two of them exhibit the usual instability, it turns out that the equilibrium with the highest share of neutral agents can easily be locally stable. The result shows that the common macroeconomic view of Harrodian instability that essentially treats all firms alike may be too simple. Also, the economic significance of the paper’s findings goes beyond the present very limited framework. "
6623,,"In practice, water pricing is the main economic instrument used to discourage the wasteful use of residential water. Owing to considerations of affordability, residential water is systematically underpriced because water is essential for life. Such a low price results in water being used inefficiently. This paper proposes a system that supplements the existing price system with a cap-and-trade measure to reconcile conflicts among the goals of residential water use. It forces all people (independent of income) to be faced with reasonable price signals and to use water efficiently. The poor could, however, gain from trade and afford water. By taking advantage of the agent-based model, a simulation of this system applied to Taipei, Taiwan shows that those with lower income per capita are better off under this system even though the equilibrium price of residential water is higher. The simulated average price elasticity of market demand is -0. 449. "
4041,,"In the construction industry, it is crucial for owners to select the appropriate contract delivery method to achieve best performance on their projects. The low-bid method has been the most common competitive bid selection approach used for public projects in the US construction industry and worldwide. Although awarding the project to the lowest bid promises transparency in the selection process by considering only one objective criterion (the bid price), it often leads to adversarial relationships, less cooperation among different parties involved in the project, and potential compromise of the project quality. Furthermore, it is often accompanied by a significant number of claims and disputes that often result in cost overruns and schedule delays. Thus, there is a need to explore alternative competitive price-driven bidding methods which can preserve the transparency of the low-bid method and at the same time remedy the inconvenience of unrealistic low bids. This paper uses agent-based modeling to simulate the bidding process dynamics and to observe the long-term evolution of tendered prices and market equilibrium under different competitive tendering approaches including the second low, average, below-average, truncated average, and truncated below-average bidding methods. Whereas most previous bidding literature focused on the contractor's bidding decisions, this is the first study that addresses the owner's concern of choosing the most suitable bidding method for its current project and market conditions. This is achieved by analyzing how the bid criterion defined by each of the aforementioned bidding methods impacts the interaction among competing contractors and their bid price adaptation in the long term. Simulation results show that the below-average bid method is most favored for less-competitive projects, whereas the second low bid and average-bid methods are preferred when the level of competition is high. "
4628,,"Despite tremendous advancements in population health in recent history, human society currently faces significant challenges from wicked health problems. These are problems where the causal mechanisms at play are obscured and difficult to address, and consequently they have defied efforts to develop effective interventions and policy solutions using traditional population health methods. Systems-based perspectives are vital to the development of effective policy solutions to seemingly intractable health problems like obesity and population aging. ALife in particular is well placed to bring interdisciplinary modeling and simulation approaches to bear on these challenges. This article summarizes the current status of systems-based approaches in population health, and outlines the opportunities that are available for ALife to make a significant contribution to these critical issues. "
2820,,"Incentives for priority of discovery are hypothesized to harm scientific reliability. Here, we evaluate this hypothesis by developing an evolutionary agent-based model of a competitive scientific process. We find that rewarding priority of discovery causes populations to culturally evolve towards conducting research with smaller samples. This reduces research reliability and the information value of the average study. Increased start-up costs for setting up single studies and increased payoffs for secondary results (also known as scoop protection) attenuate the negative effects of competition. Furthermore, large rewards for negative results promote the evolution of smaller sample sizes. Our results confirm the logical coherence of scoop protection reforms at several journals. Our results also imply that reforms to increase scientific efficiency, such as rapid journal turnaround times, may produce collateral damage by incentivizing lower-quality research; in contrast, reforms that increase start-up costs, such as pre-registration and registered reports, may generate incentives for higher-quality research. "
7898,,"The market and users' requirements have been rapidly changing and diversified. Under these heterogeneous and dynamic situations, not only the system structure itself, but also the accessible information services would be changed constantly. To cope with the continuously changing conditions of service provision and utilization, Faded Information Field (FIF) has been proposed, which is a agent-based distributed information service system architecture. In the case of a mono-service request, the system is designed to improve users' access time and preserve load balancing through the information structure. However, with interdependent requests of multi-service increasing, adaptability and timeliness have to be assured by the system. In this paper, the relationship that exists among the correlated services and the users' preferences for separate and integrated services is clarified. Based on these factors, the autonomous preference-aware information services integration technology to provide one-stop service for users multi-service requests is proposed. As compared to the conventional system, we show that proposed technology is able to reduce the total access time. "
613,,"This study aims to identify and evaluate the critical success factors (CSFs) for implementing building information modeling (BIM) in healthcare facilities. A multi-model framework involving the analytical ordinal priority approach (OPA) and the dynamic grey relational analysis (GRA) was employed. The OPA was used to determine the objective weights of the CSFs, while the dynamic GRA was used to estimate the grey relational grades. Later, based on the data collected from BIM instructors, both methods were used to assess the relative significance of the factors. The rank product score was used to classifying the factors. The findings identify “top management support” as the most critical factor, followed by “clear BIM objectives” and “regulatory compliance.” In contrast, “change management” and “supplier and manufacturer engagement” were found to be relatively the least crucial factors. The results underscore that successful BIM implementation in healthcare is primarily a strategic and regulatory endeavor rather than a purely technological one. This study provides healthcare stakeholders and policymakers with a validated, prioritized roadmap to strategically allocate resources and enhance the likelihood of BIM success, ultimately leading to safer and more efficient healthcare facilities. "
4895,,"This paper aims to model the impact of retail consumers' behavior on a new banking dual market featuring both conventional and Islamic banking products. To build the model, we conduct an empirical qualitative and quantitative survey on Moroccan market consumers in order to appraise their preferences with regard to banking products' attributes. Then, we use conjoint analysis method to determine the consumers' decision function. We run market simulations on a Multi-Agents Simulation platform and analyze the results. Our findings indicate that in new dual markets, and under a range of assumptions, it is predicted that Islamic banks will face excess liquidity while conventional banks will be exposed to liquidity shortage. "
8153,,"A simple model of a self-destructing society is presented. It can be interpreted as a game with two players: the society and its sub-set which tends to destroy the whole society, as well as itself. The main factor taken into account in the model is the progress of science and technology which provides the destruction tools (new weapons and killing techniques), as well as tools the society can use to defend itself. The modeling and simulation tool is discrete-event and can be treated as agent-oriented, though the agent capabilities are rather simple. The simulation experiments show that, in the near future, this progress will become extremely dangerous, and it may result in the total destruction of mankind. For the longer time period, however, the conclusion is not so pessimistic. If the society survives during a certain time interval, then the probability of survival becomes greater for a longer time span. "
1350,,"I argue that a certain kind of naturalist approach to social ontology is likely to be both philosophically fruitful and relevant to empirical social science. The kind of naturalism I employ might be called contextualism, which emphasizes the constant presence of assumed background knowledge, is suspicious of general inference rules and all or nothing claims about the ontology of the social sciences, and argues that Quine’s quantificational criterion for ontological commitment has to be supplemented with local interpretations and arguments about what specific social science research is committed to. I look at three case studies employing this perspective, one on agent based models and individualism, a second on the reality of social class, and a third on the reality of race. In all three cases work is first needed to clarifying what empirical social science is claiming, what ontology or ontologies it seems to presuppose, and then description of the kinds of evidence that supports its commitments. "
6804,,"In this article, we present a collective decision-making framework inspired by biological swarms and capable of supporting the emergence of a consensus within a population of agents in the absence of environmentmediated communication (stigmergy). Instead, amplification is the result of the variation of a confidence index, stored in individual memory and providing each agent with a statistical estimate of the current popularity of its preferred choice within the whole population. We explore the fundamental properties of our framework using a combination of analytical and numerical methods. We then use Monte Carlo simulation to investigate its applicability to host selection in the presence of multiple alternatives, a problem found in application migration scenarios. The advantages of self-organization and the use of statistically predictive methods in this context are also discussed. "
4581,,"The origin of population-scale coordination has puzzled philosophers and scientists for centuries. Recently, game theory, evolutionary approaches and complex systems science have provided quantitative insights on the mechanisms of social consensus. However, the literature is vast and widely scattered across fields, making it hard for the single researcher to navigate it. This short review aims to provide a compact overview of the main dimensions over which the debate has unfolded and to discuss some representative examples. It focuses on those situations in which consensus emerges ‘spontaneously’ in the absence of centralized institutions and covers topics that include the macroscopic consequences of the different microscopic rules of behavioural contagion, the role of social networks and the mechanisms that prevent the formation of a consensus or alter it after it has emerged. Special attention is devoted to the recent wave of experiments on the emergence of consensus in social systems. "
7658,,"An agent-based model is developed to explore the pattern of fuelwood collection in an 1178 ha forest area in rural mountainous Nepal. The model relates fuelwood collection intensity and amount of dead wood available for collection to the diversity of polypore species, a group of strictly dead wood dependent fungi which can be used as indicators of the biodiversity associated with dead wood. By analysing scenarios of increased collection the model shows that the relative impact on polypore diversity is rising more rapidly than the time used for collection. This indicates that better market access in the future could potentially imply a major threat to biodiversity associated with dead wood. To assess the potential for biodiversity conservation we evaluated the effect of protecting areas with high values of polypore diversity. The simulation results showed such area protection strategies to be effective for short-term protection of polypore diversity only in the event of a dramatic increase in the local market price of fuelwood. In case of smaller changes in fuelwood prices a collection quota system appeared to be the most suitable protection strategy. However, area protection is an important strategy for long-term protection of biodiversity associated with dead wood and, therefore, we conclude that a combination of small-protected zones and collection quotas seems to be the most promising strategy for protection of the forest. "
5920,,"The design of complex social systems, such as online communities, requires the consideration of many parameters, a practice at odds with social science research that focuses on the effects of a small set of variables. In this article, we show how synthesizing insights from multiple, narrowly focused social science theories in an agent-based model helps us understand factors that lead to the success of online communities. The agent-based model combines insights from theories related to collective effort, information overload, social identity, and interpersonal attraction to predict motivations for online community participation. We conducted virtual experiments to develop hypotheses around three design decisions about how to orchestrate an online community - topical breadth, message volume, and discussion moderation - and the trade-offs involved in making these decisions. The simulation experiments suggest that broad topics and high message volume can lead to higher member commitment. Personalized moderation outperforms other types of moderation in increasing members' commitment and contribution, especially in topically broad communities and those with high message volume. In comparison, community-level moderation increases commitment but not contribution, and only in topically narrow communities. These simulation results suggest a critical trade-off between informational and relational benefits. This research illustrates that there are many interactions among the design decisions that are important to consider; the particulars of the community's goals often determine the effectiveness of some decisions. It also demonstrates the value of agent-based modeling in synthesizing simple social science theories to describe and prescribe behaviors in a complex system, generating novel insights that inform the design of online communities. "
2655,,"Electricity balancing is one of the main demanders of short-term flexibility. To improve its integration, the recent regulation of the European Union introduces a common standalone balancing energy market. It allows actors that have not participated or not been awarded in the preceding balancing capacity market to participate as voluntary bidders or ‘second-chance’ bidders. We investigate the effect of these changes on balancing market efficiency and on strategic behavior in particular, using a combination of agent-based modelling and reinforcement learning. This paper is the first to model agents' interdependent bidding strategies in the balancing capacity and energy markets with the help of two collaborative reinforcement learning algorithms. Results reveal considerable efficiency gains in the balancing energy market from the introduction of voluntary bids even in highly concentrated markets while offering a new value stream to providers of short-term flexibility. ‘Second-chance’ bidders further drive competition, reducing balancing energy costs. However, we warn that this design change is likely to shift some of the activation costs to the balancing capacity market where agents are prompted to bid more strategically in the view of lower profits from balancing energy. As it is unlikely that the balancing capacity market can be removed altogether, we recommend integrating European balancing capacity markets on par with balancing energy markets and easing prequalification requirements to ensure sufficient competition. "
5857,,"We study the effects of social influences in opinion dynamics. In particular, we define a simple model, based on the majority rule voting, in order to consider the role of conformity. Conformity is a central issue in social psychology as it represents one of people's behaviors that emerges as a result of their interactions. The proposed model represents agents, arranged in a network and provided with an individual behavior, that change opinion in function of those of their neighbors. In particular, agents can behave as conformists or as nonconformists. In the former case, agents change opinion in accordance with the majority of their social circle (i.e., their neighbors); in the latter case, they do the opposite, i.e., they take the minority opinion. Moreover, we investigate the nonconformity both on a global and on a local perspective, i.e., in relation to the whole population and to the social circle of each nonconformist agent, respectively. We perform a computational study of the proposed model, with the aim to observe if and how the conformity affects the related outcomes. Moreover, we want to investigate whether it is possible to achieve some kind of equilibrium, or of order, during the evolution of the system. Results highlight that the amount of nonconformist agents in the population plays a central role in these dynamics. In particular, conformist agents play the role of stabilizers in fully-connected networks, whereas the opposite happens in complex networks. Furthermore, by analyzing complex topologies of the agent network, we found that in the presence of radical nonconformist agents the topology of the system has a prominent role; otherwise it does not matter since we observed that a conformist behavior is almost always more convenient. Finally, we analyze the results of the model by considering that agents can change also their behavior over time, i.e., conformists can become nonconformists and vice versa. "
2983,,"Animal sociality (i.e., conspecific attraction or avoidance) can influence how animals move (i.e., sinuous to straight) across landscapes. Active subsidies are animal-transported resources (e.g., nutrients, detritus, prey) or consumers (e.g., predators, parasites, pathogens) across ecosystem boundaries and can affect ecosystem function. Animal movement has been shown to affect the spatial distributions of active subsidies. However, there is limited research on how conspecific interaction affects active subsidy distributions through animal movement. Based on dispersal from a donor to recipient ecosystem, we constructed a spatially explicit individual-based model (IBM) to quantify the effect of variation in conspecific interaction in three scenarios (attraction, avoidance, no interaction) and movement behavior as a correlated random walk on living and dead subsidy displacement, density, and clustering. In each conspecific interaction scenario, we examined emergent subsidy distributions from varying the straightness of movement path and the settlement probability as a function of settled conspecifics within dispersers’ perceptual range. Movement behavior predicted subsidy displacement, and conspecific interaction determined subsidy density and clustering patterns. We found that avoidance spread subsidies farther and at lower densities in the recipient ecosystem, generating more spread-out dead subsidy clusters. Attraction resulted in fewer, smaller, and denser living subsidy clusters closer to the ecosystem boundary. Higher settlement probability constrained living subsidy displacement with increased subsidy density and clustering across conspecific interaction scenarios. Subsidy density and clustering increased with perceptual range in attraction scenarios, limiting subsidy displacement. Subsidy displacement increased with perceptual range in avoidance scenarios, reducing subsidy density and clustering. This work is the first systematic simulation study on the influence of animal movement interactions with sociality on spatial subsidies across a broad parameter space. Our work provides context for empirical studies of active subsidy distribution and impact for a variety of taxa and ecosystems. "
251,,"Population aging poses significant challenges to the sustainability of pension systems. This study presents an integrated methodological approach that uniquely combines actuarial life-cycle modeling with agent-based simulation to assess the potential of Reverse Mortgage Loans (RMLs) as a dual lever for enhancing retiree welfare and supporting pension system resilience under demographic and financial uncertainty. We explore Reverse Mortgage Loans (RMLs) as a potential financial instrument to support retirees while alleviating pressure on public pensions. Unlike prior research that treats individual decisions or policy outcomes in isolation, our hybrid model explicitly captures feedback loops between household-level behavior and system-wide financial stability. To test our hypothesis that RMLs can improve individual consumption outcomes and bolster systemic solvency, we develop a hybrid model combining actuarial techniques and agent-based simulations, incorporating stochastic housing prices, longevity risk, regulatory capital requirements, and demographic shifts. This dual-framework enables a structured investigation of how micro-level financial decisions propagate through market dynamics, influencing solvency, pricing, and adoption trends. Our central hypothesis is that reverse mortgages, when actuarially calibrated and macroprudentially regulated, enhance individual financial well-being while preserving long-run solvency at the system level. Simulation results indicate that RMLs can improve consumption smoothing, raise expected utility for retirees, and contribute to long-term fiscal sustainability. Moreover, we introduce a dynamic regulatory mechanism that adjusts capital buffers based on evolving market and demographic conditions, enhancing system resilience. Our simulation design supports multi-scenario testing of financial robustness and policy outcomes, providing a transparent tool for stress-testing RML adoption at scale. These findings suggest that, when well-regulated, RMLs can serve as a viable supplement to traditional retirement financing. Rather than offering prescriptive guidance, this framework provides insights to policymakers, financial institutions, and regulators seeking to integrate RMLs into broader pension strategies. "
2252,,"The debate between stick (penalties) and carrot (rewards) strategies has been widely carried out in various academic realms, including transportation. This paper seeks to compare the instantaneous and longitudinal effectiveness of a traditional penalty-based congestion pricing strategy and an innovative Incentive-Based Traffic Demand Management (IBTDM) strategy using an online interactive laboratory experiment focused on departure time choice. We also investigate the social-economic phenomena of loss aversion and risk aversion. The experimental results show that penalties and rewards can both positively induce sustainable travel behavior. The stronger demand-shifting performance of the penalty-based strategy at first demonstrates that ‘loss aversion’ does exist in TDM, at least initially. However, this loss aversion weakens as the experiment continues, which verifies the myopic loss aversion theory. Moreover, risky decision-making in the gambling games proves the existence of risk seeking, which violates the ‘certainty effect’. To overcome the disadvantage of laboratory experiment that participants need to accomplish the experiment all in once for considerably long time, an agent-based model is calibrated based on real participants’ behavior to further verify the long-term effectiveness of penalties and rewards, and to verify the effectiveness of other optimized penalty/reward schemes. The simulated results based on the agent-based model indicate that the theoretical optimal penalty scheme performs better in general in congestion alleviation, while a more reasonable reward scheme that considers psychological factors can achieve the same effectiveness in terms of total system travel time reduction. The findings of this research can be used to guide the design of TDM strategies, and the behavioral data collection approach based on our laboratory experiment is portable for future studies. "
2676,,"Recent work on the management of renewable energy sources focuses on developing innovative tools and techniques to control the different behaviours of energy generation systems (eg, the intermittent production of wind power). These tools contribute to achieving a proper balance between energy supply and consumer demand and guarantee a sustainable energy level in storage devices that can face potential generation shortages. In contrast, previous studies mainly focused on stimulating consumer response to market prices so as to rationalise consumption, especially during peak periods. This study investigates the impact of supplier decisions about using different renewable energy sources on the distribution planning and control of energy for the best consumer demand satisfaction and achieving a sustainable energy level in different located storage devices. A Multi Agent-Based Heuristic Optimisation model is developed to deliver this aim. The heuristic optimisation part of this model is proposed to optimise the energy level across differently located storage devices. It also guarantees the best energy exchange between regions at the strategic planning level. A sensitivity analysis study is conducted to verify the behaviour of the proposed model towards various demand levels, followed by a comparison study to justify the proposed agent-based heuristic model's superiority. The results highlight the impact of using intermittent renewable sources including solar, wind, hydro and storage devices on energy production, control and distribution. In addition, a sustainable level of storage in devices placed at different locations is achieved by optimising the energy storage operation. This sustainable storage aids any insufficient energy generated from intermittent sources to satisfy consumer requirements. The best energy exchange between regions is also presented. "
8246,,"An enduring belief is that unleashing low-level members of an organization to explore extensively will broaden the exploration conducted by the entire organization. Using an agent-based simulation model, we show that in multilevel organizations, increased exploration at lower levels can backfire, reducing overall exploration and diminishing performance in environments that require broad search. This result arises when interdependencies cut across the domains of low-level managers. With no crossdepartmental interdependencies, more extensive low-level exploration can improve firm performance. Our findings show that careful attention to information processing in multilevel organizations can shed light on whether, and when, decentralization encourages innovation. "
6307,,"A pattern of personal intelligence is seen emerging from the concept of agent-mediated personal knowledge management (PKM) in achieving collective organisational goals. The purpose of this paper is to present the results of surveys undertaken to prove this emergence. A quantitative analysis supported by a qualitative analysis was conducted across three main industries in Malaysia, namely manufacturing, service and education. The triangulation of analysis is based on the four proposed hypotheses. From these analyses, it was discovered that the emergence of personal intelligence is embedded within the collaborative interactions amongst software agents, and between agents and human knowledge workers. All the hypotheses are supported by the results of the surveys which manifest organisational knowledge management (OKM) practices as a consequence of the agent-mediated PKM processes. Research limitations/implications: This research focused on the PKM in Malaysia, where the level of KM implementation varies among the organisations. The results may not reflect other developing countries due to the socio-cultural differences amongst the knowledge workers. Practical implications: The results from this paper can be used either to relook and reanalyse the existing organisational KM system or to plan and design a KM system for organisations that have not implemented any. The focus on personal intelligence and agent-mediated PKM contribute to further development of agent-based system that animates these theories in the real working environment. "
1465,,"Although financial analysis is the core pillar for financial theory, it is often not addressed seriously in finance textbooks anymore. It is just assumed that reliable data like expected returns have been provided somehow. This article goes back to the roots of financial analysis and tries to give answers to three basic questions: (1) Does getting more information actually improve the quality of financial decisions? (2) Should the Bayesian updating rule be applied in making allocative decisions in financial markets? (3) If financial analysis is done, why might a highly skilled analyst perform less well than a rather unqualified colleague? The article advocates considering financial markets as complex adaptive systems and making use of agent-based modeling as the most powerful heuristic in order to capture complexity. "
3541,,"With the rapid economic growth of China, the increasingly serious environmental problems of haze pollution have become a large concern. Urban resident’s PM2.5 reduction behavior contributes significantly to Chinese haze pollution control. Resident-level policy measures are beneficial for encouraging residents to engage in PM2.5 reduction behaviors. The current research aims to explore the long-term intervention effects of three types of policies (i.e., command and control policies, economic incentive policies and education-guided policies) on resident’s PM2.5 reduction intention and actual behavior. Based on the agent-based modeling and simulation approach, a resident’s PM2.5 reduction behavioral simulation model is developed, and data adopted from a questionnaire survey are analyzed. The simulation results show that resident’s PM2.5 reduction intention is motivated by the interactions among resident agents, and it eventually stabilizes at a higher level (from 4.11 to 4.48). Moreover, the effects of the three types of policy measures on PM2.5 reduction behavior vary depending on the specific scenarios. With respect to single-policy scenarios, these policies all enhance the actual resident’s PM2.5 reduction behavior over the long term. The effects of command and control policies (M = 3.42) and education-guided policies (M = 3.44) are much better than those of the economic incentive policies (M = 3.15). Regarding policy combination scenarios, a combination of economic incentive policies and education-guided policies (M<inf>II</inf> = 4.15) has a remarkable promotional effect over others for encouraging residents to conduct PM2.5 reduction behaviors. Based on the results, implications and suggestions for improving current resident-level PM2.5 reduction policies and encouraging resident’s PM2.5 reduction behavior are provided. "
579,,"The recent emergence of generative artificial intelligence (GenAI) agents has brought significant potential and challenges in education. In science, technology, engineering, arts, and mathematics (STEAM) education, it is especially vital to cultivate students’ GenAI literacy and critical thinking skills. These competencies enable students to effectively apply artificial intelligence (AI) technologies in their STEAM learning. The present study proposed a GenAI agent-based STEAM learning approach and adopted the information world mapping (IWM) method to explore how a GenAI agent enhanced the engagement of 12 middle school students in a STEAM course, and their perceptions of GenAI agent-supported STEAM learning. These students fully participated in a 16-week course titled “Creative Design in STEAM Education.” Participants were asked to illustrate significant individuals, items, locations, and their interconnections to delve into their perceptions of and feedback on GenAI agent-supported STEAM learning. The results showed that while middle school students’ GenAI literacy improved, it did not reach a statistically significant level. In contrast, there was a significant enhancement in their critical thinking tendencies. Regarding students’ perceptions of GenAI agent-supported STEAM learning, the majority acknowledged that the GenAI agent played the roles of information provider and interaction facilitator in STEAM learning activities, particularly excelling in information retrieval and learning interactions. Moreover, the GenAI agent had positive influences on students in various aspects, including learning support, task completion, tool functionality, user experience, usage confidence and attitudes, as well as perceived warmth. Overall, the GenAI agent-based STEAM learning approach effectively enhanced middle school students’ technical skills and problem-solving abilities while also strengthening their teamwork, ethical awareness, and reflective capabilities, thereby demonstrating its potential for future applications in education. "
1769,,"Fabrication areas in semiconductor industry are considered one of the most complex production systems. This complexity is caused by the high-mix of products and end-user market-based demands in that industry. Its dynamic and challenging processing requirements affect the handling capabilities of traditional production management paradigms. In this paper, we propose an application for dispatching and resources allocation through reinforcement learning. The application is based on a discrete-event simulation model for a case study of a real semiconductor manufacturing system. The model is built using both data-driven and agent-based approaches. The model simulates the various processing aspects that are present normally in these complex systems. The model’s agents are responsible for dispatching tasks and allocation of the different system’s resources. They employ Deep-Q-Network reinforcement learning. They learn simultaneously through the model execution. An independent Deep-Q-Network is trained for each agent. The model provides the training environment for the agents in which their decisions are applied and assessed for their adequacy. Our formulation of the environment’s state and the reward function for the learning algorithms creates cooperative decision-making policies for the agents. This results in improving the global performance of the whole system, and the performance of each agent’s resources. Our approach is compared to heuristics-based strategies that are applied in our case study. It achieved better production performance than the currently applied strategy. "
